Alabama,Senator,Richard Shelby,R,@SenShelby,@senatorshelby,x
Mississippi,U.S. Senator,"Hyde-Smith, Cindy",R,@SenHydeSmith,@sencindyhydesmith,x
Mississippi 1st District,U.S. Representative,"Kelly, Trent",R,@RepTrentKelly,@reptrentkelly,x
Mississippi 2nd District,U.S. Representative,"Thompson, Bennie G.",D,@BennieGThompson,@benniegthompson,x
Mississippi 3rd District,U.S. Representative,"Guest, Michael",R,@RepMichaelGuest,@repmichaelguest,x
Mississippi 4th District,U.S. Representative,"Palazzo, Steven",R,@CongPalazzo,@congressmanpalazzo,x
Missouri,U.S. Senator,"Hawley, Josh",R,@HawleyMO,@joshhawleymo,x
Missouri,U.S. Senator,"Blunt, Roy",R,@RoyBlunt,@royblunt,x
Missouri 1st District,U.S. Representative,"Clay Jr., William “Lacy”",D,@LacyClayMO1,,x
Missouri 2nd District,U.S. Representative,"Wagner, Ann",R,@RepAnnWagner,@repannwagner,x
Missouri 3rd District,U.S. Representative,"Luetkemeyer, Blaine",R,@RepBlaine,@repblaine,x
Missouri 4th District,U.S. Representative,"Hartzler, Vicky",R,@RepHartzler,@rephartzler,x
Missouri 5th District,U.S. Representative,"Cleaver, Emanuel",D,@repcleaver,@repcleaver,x
Missouri 6th District,U.S. Representative,"Graves, Sam",R,@RepSamGraves,@repsamgraves,x
Missouri 7th District,U.S. Representative,"Long, Billy",R,@USRepLong,,x
Missouri 8th District,U.S. Representative,"Smith, Jason",R,@RepJasonSmith,@repjasonsmith,x
Montana,U.S. Senator,"Tester, Jon",D,@SenatorTester,@senatorjontester,x
Montana,U.S. Senator,"Daines, Steve",R,@SteveDaines,@stevedaines,x
Montana At-Large,U.S. Representative,"Gianforte, Greg",R,@GregForMontana,,x
Nebraska,U.S. Senator,"Sasse, Ben",R,@SenSasse,@senatorsasse,x
Nebraska,U.S. Senator,"Fischer, Deb",R,@SenatorFischer,@senatorfischer,x
Nebraska 1st District,U.S. Representative,"Fortenberry, Jeff",R,@JeffFortenberry,,x
Nebraska 2nd District,U.S. Representative,"Bacon, Don",R,@RepDonBacon,@repdonbacon,x
Nebraska 3rd District,U.S. Representative,"Smith, Adrian",R,@RepAdrianSmith,@repadriansmith,x
Nevada,U.S. Senator,"Rosen, Jacky",D,@SenJackyRosen,@senjackyrosen,x
Nevada,U.S. Senator,"Cortez Mastro, Catherine",D,@CatherineForNV,@sencortezmasto,x
Nevada 1st District,U.S. Representative,"Titus, Dina",D,@repdinatitus,@dinatitusnv,x
Nevada 2nd District,U.S. Representative,"Amodei, Mark",R,@MarkAmodeiNV2,@markamodeinv2,x
Nevada 3rd District,U.S. Representative,"Lee, Susie",D,@RepSusieLee,@repsusielee,x
Nevada 4th District,U.S. Representative,"Horsford, Steven",D,@RepHorsford,@rephorsford,x
New Hampshire,U.S. Senator,"Shaheen, Jeanne",D,@SenatorShaheen,@senatorshaheen,x
New Hampshire,U.S. Senator,"Hassan, Maggie",D,@Maggie_Hassan,@senatorhassan,x
New Hampshire 1st District,U.S. Representative,"Pappas, Chris",D,@RepChrisPappas,@repchrispappas,x
New Hampshire 2nd District,U.S. Representative,"Kuster, Ann",D,@RepAnnieKuster,@repanniekuster,x
New Jersey,U.S. Senator,"Menendez, Robert",D,@SenatorMenendez,@senatormenendez,x
New Jersey,U.S. Senator,"Booker, Cory",D,@CoryBooker,@corybooker,x
New Jersey 1st District,U.S. Representative,"Norcross, Donald",D,@DonNorcross4NJ,@donald_norcross,x
New Jersey 2nd District,U.S. Representative,"Van Drew, Jefferson",D,@JeffVanDrew,@jeffvandrew,x
New Jersey 3rd District,U.S. Representative,"Kim, Andy",D,@RepAndyKimNJ,@andykimnj,x
New Jersey 4th District,U.S. Representative,"Smith, Chris",R,@RepChrisSmith,@repchrissmith,x
New Jersey 5th District,U.S. Representative,"Gottheimer, Josh",D,@JoshGottheimer,@repjoshg,x
New Jersey 6th District,U.S. Representative,"Pallone Jr., Frank",D,@FrankPallone,@repfrankpallone,x
New Jersey 7th District,U.S. Representative,"Malinowski, Tom",D,@RepMalinowski,@malinowskifornj,x
New Jersey 8th District,U.S. Representative,"Sires, Albio",D,@RepSires,@repsires,x
New Jersey 9th District,U.S. Representative,"Pascrell Jr., Bill",D,@BillPascrell,@billpascrell,x
New Jersey 10th District,U.S. Representative,"Payne Jr., Donald",D,@RepDonaldPayne,@repdonaldpaynejr,x
New Jersey 11th District,U.S. Representative,"Sherrill, Mikie",D,@RepSherrill,@repsherrill,x
New Jersey 12th District,U.S. Representative,"Watson Coleman, Bonnie",D,@RepBonnie,@RepBonnie,x
New Mexico,U.S. Senator,"Udall, Tom",D,@SenatorTomUdall,@senatortomudall,x
New Mexico,U.S. Senator,"Heinrich, Martin",D,@MartinHeinrich,@senatormartinheinrich,x
New Mexico 1st District,U.S. Representative,"Haaland, Debra",D,@RepDebHaaland,@repdebhaaland,x
New Mexico 2nd District,U.S. Representative,"Torres Small, Xochiti",D,@RepTorresSmall,@reptorressmall,x
New Mexico 3rd District,U.S. Representative,"Lujan, Ben R.",D,@repbenraylujan,@repbenraylujan,x
New York,U.S. Senator,"Schumer, Chuck",D,@SenSchumer,@chuckschumer,x
New York,U.S. Senator,"Gillibrand, Kirsten",D,@SenGillibrand,@kirstengillibrand,x
New York 1st District,U.S. Representative,"Zeldin, Lee",R,@RepLeeZeldin,@leezeldin,x
New York 2nd District,U.S. Representative,"King, Pete",R,@RepPeteKing,@peteking,x
New York 3rd District,U.S. Representative,"Suozzi, Tom",D,@Tom_Suozzi,@reptomsuozzi,x
New York 4th District,U.S. Representative,"Rice, Kathleen",D,@RepKathleenRice,@repkathleenrice,x
New York 5th District,U.S. Representative,"Meeks, Gregory W.",D,@RepGregoryMeeks,@repgregorymeeks,x
New York 6th District,U.S. Representative,"Meng, Grace",D,@RepGraceMeng,@grace4ny,x
New York 7th District,U.S. Representative,"Velázquez, Nydia M.",D,@NydiaVelazquez,@rep_velazquez,x
New York 8th District,U.S. Representative,"Jeffries, Hakeem",D,@RepJeffries,@repjeffries,x
New York 9th District,U.S. Representative,"Clarke, Yvette D.",D,@RepYvetteClarke,@repyvetteclarke,x
New York 10th District,U.S. Representative,"Nadler, Jerrold",D,@RepJerryNadler,@repjerrynadler,x
New York 11th District,U.S. Representative,"Rose, Max",D,@RepMaxRose,@maxrose4ny,x
New York 12th District,U.S. Representative,"Maloney, Carolyn",D,@RepMaloney,@repmaloney,x
New York 13th District,U.S. Representative,"Espaillat, Adriano",D,@EspaillatNY,@repadrianoespaillat,x
New York 14th District,U.S. Representative,"Ocasio-Cortez, Alexandria",D,@RepAOC,@aoc,x
New York 15th District,U.S. Representative,"Serrano, José E.",D,@RepJoseSerrano,@repjoseserrano,x
New York 16th District,U.S. Representative,"Engel, Eliot",D,@RepEliotEngel,@repeliotengel,x
New York 17th District,U.S. Representative,"Lowey, Nita",D,@NitaLowey,@nitalowey,x
New York 18th District,U.S. Representative,"Maloney, Sean Patrick",D,@RepSeanMaloney,@ny18spm,x
New York 19th District,U.S. Representative,"Delgado, Antonio",D,@RepDelgado,@repantoniodelgado,x
New York 20th District,U.S. Representative,"Tonko, Paul D.",D,@RepPaulTonko,@reppaultonko,x
New York 21st District,U.S. Representative,"Stefanik, Elise",R,@RepStefanik,@elisestefanik,x
New York 22nd District,U.S. Representative,"Brindisi, Anthony",D,@RepBrindisi,@repbrindisi,x
New York 23rd District,U.S. Representative,"Reed, Tom",R,@RepTomReed,@reptomreed,x
New York 24th District,U.S. Representative,"Katko, John",R,@RepJohnKatko,@repjohnkatko,x
New York 25th District,U.S. Representative,"Morelle, Joseph",D,@RepJoeMorelle,@repjoemorelle,x
New York 26th District,U.S. Representative,"Higgins, Brian",D,@RepBrianHiggins,@repbrianhiggins,x
New York 27th District,U.S. Representative,Vacant,,,,
North Carolina,U.S. Senator,"Tillis, Thom",R,@SenThomTillis,@senthomtillis,x
North Carolina,U.S. Senator,"Burr, Richard",R,@SenatorBurr,@senatorburr,x
North Carolina 1st District,U.S. Representative,"Butterfield, G.K.",D,@GKButterfield,@gkbutterfield,x
North Carolina 2nd District,U.S. Representative,"Holding, George",R,@GeorgeHolding,,x
North Carolina 3rd District,U.S. Representative,"Murphy, Greg",R,@RepGregMurphy,,x
North Carolina 4th District,U.S. Representative,"Price, David",D,@RepDavidEPrice,@repdavideprice,x
North Carolina 5th District,U.S. Representative,"Foxx, Virginia",R,@virginiafoxx,@repvirginiafoxx,x
North Carolina 6th District,U.S. Representative,"Walker, Mark",R,@RepMarkWalker,@repmarkwalker,x
North Carolina 7th District,U.S. Representative,"Rouzer, David",R,@RepDavidRouzer,@repdavidrouzer,x
North Carolina 8th District,U.S. Representative,"Hudson, Richard",R,@RepRichHudson,@reprichhudson,x
North Carolina 9th District,U.S. Representative,"Bishop, Dan",R,@jdanbishop,,x
North Carolina 10th District,U.S. Representative,"McHenry, Patrick T.",R,@PatrickMcHenry,@reppatrickmchenry,x
North Carolina 11th District,U.S. Representative,Vacant,,,,
North Carolina 12th District,U.S. Representative,"Adams, Alma",D,@RepAdams,@repadams,x
North Carolina 13th District,U.S. Representative,"Budd, Ted",R,@BuddforCongress,@ted.budd,x
North Dakota,U.S. Senator,"Hoeven, John",R,@SenJohnHoeven,@senjohnhoeven,x
North Dakota,U.S. Senator,"Cramer, Kevin",R,@SenKevinCramer,@senatorkevincramer,x
North Dakota At-Large,U.S. Representative,"Armstrong, Kelly",R,@RepArmstrongND,@reparmstrongnd,x
Northern Mariana Islands At-Large,U.S. Representative,"Sablan, Gregorio",D,@Kilili_Sablan,@kilili_sablan,x
Ohio,U.S. Senator,"Portman, Rob",R,@senrobportman,@senrobportman,x
Ohio,U.S. Senator,"Brown, Sherrod",D,@SenSherrodBrown,@sensherrodbrown,x
Ohio 1st District,U.S. Representative,"Chabot, Steve",R,@RepSteveChabot,@repstevechabot,x
Ohio 2nd District,U.S. Representative,"Wenstrup, Brad",R,@RepBradWenstrup,@repbradwenstrup,x
Ohio 3rd District,U.S. Representative,"Beatty, Joyce",D,@RepBeatty,@repbeatty,x
Ohio 4th District,U.S. Representative,"Jordan, Jim",R,@Jim_Jordan,,x
Ohio 5th District,U.S. Representative,"Latta, Robert E.",R,@boblatta,@boblatta,x
Ohio 6th District,U.S. Representative,"Johnson, Bill",R,@RepBillJohnson,@billjohnsonministries,x
Ohio 7th District,U.S. Representative,"Gibbs, Bob",R,@RepBobGibbs,@repbobgibbs,x
Ohio 8th District,U.S. Representative,"Davidson, Warren",R,@WarrenDavidson,@instawarrendavidson,x
Ohio 9th District,U.S. Representative,"Kaptur, Marcy",D,@RepMarcyKaptur,@repmarcykaptur,x
Ohio 10th District,U.S. Representative,"Turner, Michael",R,@RepMikeTurner,@repmiketurner,x
Ohio 11th District,U.S. Representative,"Fudge, Marcia L.",D,@RepMarciaFudge,@repmarciafudge,x
Ohio 12th District,U.S. Representative,"Balderson, Troy",R,@RepBalderson,@troy_balderson,x
Ohio 13th District,U.S. Representative,"Ryan, Tim",D,@RepTimRyan,@reptimryan,x
Ohio 14th District,U.S. Representative,"Joyce, David",R,@RepDaveJoyce,@repdavejoyce,x
Ohio 15th District,U.S. Representative,"Stivers, Steve",R,@RepSteveStivers,@repstevestivers,x
Ohio 16th District,U.S. Representative,"Gonzalez, Anthony",R,@RepAGonzalez,@repagonzalez,x
Oklahoma,U.S. Senator,"Lankford, James",R,@SenatorLankford,@senatorlankford,x
Oklahoma,U.S. Senator,"Inhofe, Jim",R,@InhofePress,@jiminhofe,x
Oklahoma 1st District,U.S. Representative,"Hern, Kevin",R,@RepKevinHern,@kevinrhern,x
Oklahoma 2nd District,U.S. Representative,"Mullin, Markwayne",R,@RepMullin,@markwaynemullin,x
Oklahoma 3rd District,U.S. Representative,"Lucas, Frank",R,@RepFrankLucas,@repfranklucas,x
Oklahoma 4th District,U.S. Representative,"Cole, Tom",R,@TomColeOK04,@tomcoleok04,x
Oklahoma 5th District,U.S. Representative,"Horn, Kendra",D,@RepKendraHorn,@repkendrahor,x
Oregon,U.S. Senator,"Wyden, Ron",D,@RonWyden,@ronwyden,x
Oregon,U.S. Senator,"Merkley, Jeff",D,@SenJeffMerkley,@senjeffmerkley,x
Oregon 1st District,U.S. Representative,"Bonamici, Suzanne",D,@RepBonamici,@repbonamic,x
Oregon 2nd District,U.S. Representative,"Walden, Greg",R,@repgregwalden,@repgregwalden,x
Oregon 3rd District,U.S. Representative,"Blumenauer, Earl",D,@repblumenauer,@repblumenauer,x
Oregon 4th District,U.S. Representative,"DeFazio, Peter",D,@RepPeterDeFazio,@defazio4oregon,x
Oregon 5th District,U.S. Representative,"Schrader, Kurt",D,@RepSchrader,,x
Puerto Rico At-Large,U.S. Representative,"Gonzalez-Colon, Jenniffer",R,@Jenniffer2012,@repjenniffer,x
Pennsylvania,U.S. Senator,"Toomey, Patrick",R,@SenToomey,@senpattoomey,x
Pennsylvania,U.S. Senator,"Casey, Bob Jr.",D,@SenBobCasey,@senbobcasey,x
Pennsylvania 1st District,U.S. Representative,"Fitzpatrick, Brady",R,@RepBrianFitz,@repbrianfitz,x
Pennsylvania 2nd District,U.S. Representative,"Boyle, Brendan",D,@CongBoyle,@congressmanboyle,x
Pennsylvania 3rd District,U.S. Representative,"Evans, Dwight",D,@RepDwightEvans,@repdwightevans,x
Pennsylvania 4th District,U.S. Representative,"Dean, Madeleine",D,@RepDean,@repmadeleinedean,x
Pennsylvania 5th District,U.S. Representative,"Scanlon, Mary-Gay",D,@RepMGS,@repmgs,x
Pennsylvania 6th District,U.S. Representative,"Houlahan, Chrissy",D,@RepHoulahan,@repchrissyhoulahan,x
Pennsylvania 7th District,U.S. Representative,"Wild, Susan",D,@RepSusanWild,@repsusanwild,x
Pennsylvania 8th District,U.S. Representative,"Cartwright, Matt",D,@RepCartwright,@repmattcartwright,x
Pennsylvania 9th District,U.S. Representative,"Meuser, Daniel",R,@RepMeuser,@repmeuser,x
Pennsylvania 10th District,U.S. Representative,"Perry, Scott",R,@RepScottPerry,@repscottperry,x
Pennsylvania 11th District,U.S. Representative,"Smucker, Lloyd",R,@RepLloyd,@rep.smucker,x
Pennsylvania 12th District,U.S. Representative,"Keller, Fred",R,@RepFredKelle,@repfredkelle,x
Pennsylvania 13th District,U.S. Representative,"Joyce, John",R,@RepJohnJoyce,@johnjoycepa13,x
Pennsylvania 14th District,U.S. Representative,"Reschenthaler, Guy",R,@GReschenthaler,@guyreschenthaler,x
Pennsylvania 15th District,U.S. Representative,"Thompson, Glenn",R,@CongressmanGT,@congressman_gt,x
Pennsylvania 16th District,U.S. Representative,"Kelly, Mike",R,@MikeKellyforPA,@mikekellyforcongress,x
Pennsylvania 17th District,U.S. Representative,"Lamb, Conor",D,@RepConorLamb,@conorlamb_pa,x
Pennsylvania 18th District,U.S. Representative,"Doyle, Michael",D,@USRepMikeDoyle,@usrepmikedoyle,x
Rhode Island,U.S. Senator,"Whitehouse, Sheldon",D,@SenWhitehouse,@senwhitehouse,x
Rhode Island,U.S. Senator,"Reed, Jack",D,@SenJackReed,,x
Rhode Island 1st District,U.S. Representative,"Cicilline, David",D,@RepCicilline,@repdavidcicilline,x
Rhode Island 2nd District,U.S. Representative,"Langevin, Jim",D,@jimlangevin,@repdavidcicilline,x
South Carolina,U.S. Senator,"Scott, Tim",R,@SenatorTimScott,@senatortimscott,x
South Carolina,U.S. Senator,"Graham, Lindsey",R,@LindsayGrahamSC,@lindseygrahamsc,x
South Carolina 1st District,U.S. Representative,"Cunningham, Joe",D,@RepCunningham,@repjoecunningham,x
South Carolina 2nd District,U.S. Representative,"Wilson, Joe",R,@RepJoeWilson,@repjoewilson,x
South Carolina 3rd District,U.S. Representative,"Duncan, Jeff",R,@RepJeffDuncan,@repjeffduncan,x
South Carolina 4th District,U.S. Representative,"Timmons, William",R,@RepTimmons,@votetimmon,x
South Carolina 5th District,U.S. Representative,"Norman, Ralph",R,@RepRalphNorman,@repralphnorman,x
South Carolina 6th District,U.S. Representative,"Clyburn, James E.",D,@WhipClyburn,@whipclyburn,x
South Carolina 7th District,U.S. Representative,"Rice, Tom",R,@RepTomRice,@reptomrice,x
South Dakota,U.S. Senator,"Thune, John",R,@SenJohnThune,@senjohnthune,x
South Dakota,U.S. Senator,"Rounds, Mike",R,@SenatorRounds,,x
South Dakota At-Large,U.S. Representative,"Johnson, Dusty",R,@RepDustyJohnson,@repdustyjohnson,x
Tennessee,U.S. Senator,"Blackburn, Marsha",R,@MarshaBlackburn,@marshablackburn,x
Tennessee,U.S. Senator,"Alexander, Lamar",R,@SenAlexander,@senalexander,x
Tennessee 1st District,U.S. Representative,"Roe, Phil",R,@DrPhilRoe,@drphilroe,x
Tennessee 2nd District,U.S. Representative,"Burchett, Tim",R,@RepTimBurchett,@reptimburchett,x
Tennessee 3rd District,U.S. Representative,"Fleischmann, Chuck",R,@RepChuck,@repchuck,x
Tennessee 4th District,U.S. Representative,"DesJarlais, Scott",R,@DesJarlaisTN04,@desjarlaistn04,x
Tennessee 5th District,U.S. Representative,"Cooper, Jim",D,@repjimcooper,@repjimcooper,x
Tennessee 6th District,U.S. Representative,"Rose, John W.",R,@RepJohnRose,@repjohnrose,x
Tennessee 7th District,U.S. Representative,"Green, Mark",R,@RepMarkGreen,@drmarkgreen4tn,x
Tennessee 8th District,U.S. Representative,"Kustoff, David",R,@DavidKustoff,@repdavidkustoff,x
Tennessee 9th District,U.S. Representative,"Cohen, Steve",D,@RepCohen,@repcohen,x
Texas,U.S. Senator,"Cruz, Ted",R,@SenTedCruz,@sentedcruz,x
Texas,U.S. Senator,"Cornyn, John",R,@JohnCornyn,@johncornyn,x
Texas 1st District,U.S. Representative,"Gohmert, Louie",R,@replouiegohmert,@replouiegohmert,x
Texas 2nd District,U.S. Representative,"Crenshaw, Dan",R,@RepDanCrenshaw,@dancrenshawtx,x
Texas 3rd District,U.S. Representative,"Taylor, Van",R,@RepVanTaylor,@ repvantaylor,x
Texas 4th District,U.S. Representative,Vacant,,,,
Texas 5th District,U.S. Representative,"Gooden, Lance",R,@Lancegooden,@replancegooden,x
Texas 6th District,U.S. Representative,"Wright, Ron",R,@RepRonWright,@wright4congress,x
Texas 7th District,U.S. Representative,"Fletcher, Lizzie",D,@RepFletcher,@repfletcher,x
Texas 8th District,U.S. Representative,"Brady, Kevin",R,@RepKevinBrady,@repkevinbrady,x
Texas 9th District,U.S. Representative,"Green, Al",D,@RepAlGreen,@repalgreen,x
Texas 10th District,U.S. Representative,"McCaul, Michael T.",R,@RepMcCaul,@congressman_mccau,x
Texas 11th District,U.S. Representative,"Conaway, K. Michael",R,@ConawayTX11,@mikeconawaytx11,x
Texas 12th District,U.S. Representative,"Granger, Kay",R,@RepKayGranger,@repkaygranger,x
Texas 13th District,U.S. Representative,"Thornberry, Mac",R,@MacTXPress,@macthornberry,x
Texas 14th District,U.S. Representative,"Weber, Randy",R,@TXRandy14,@txrandy14,x
Texas 15th District,U.S. Representative,"Gonzalez, Vincente",D,@RepGonzalez,@repvicentegonzalez,x
Texas 16th District,U.S. Representative,"Escobar, Veronica ",D,@RepEscobar,@vgescobar915,x
Texas 17th District,U.S. Representative,"Flores, Bill",R,@RepBillFlores,@repbillflores,x
Texas 18th District,U.S. Representative,"Jackson Lee, Sheila",D,@JacksonLeeTX18,@repjacksonlee,x
Texas 19th District,U.S. Representative,"Arrington, Jodey",R,@JodeyArrington,@repjodeyarrington,x
Texas 20th District,U.S. Representative,"Castro, Joaquin",D,@JoaquinCastrotx,@joaquincastrotx,x
Texas 21st District,U.S. Representative,"Roy, Chip",R,@RepChipRoy,@chiproytx,x
Texas 22nd District,U.S. Representative,"Olson, Pete",R,@PeteOlson,@reppeteolson,x
Texas 23rd District,U.S. Representative,"Hurd, Will",R,@HurdOnTheHill,@hurdonthehill,x
Texas 24th District,U.S. Representative,"Marchant, Kenny",R,@RepKenMarchant,,x
Texas 25th District,U.S. Representative,"Williams, Roger",R,@RepRWilliams,,x
Texas 26th District,U.S. Representative,"Burgess, Michael",R,@michaelcburgess,@repmichaelburgess,x
Texas 27th District,U.S. Representative,"Cloud, Michael",R,@RepCloudTX,@michaeljcloud,x
Texas 28th District,U.S. Representative,"Cuellar, Henry",D,@RepCuellar,@repcuellar,x
Texas 29th District,U.S. Representative,"Garcia, Sylvia",D,@RepSylviaGarcia,@repsylviagarcia,x
Texas 30th District,U.S. Representative,"Johnson, Eddie Bernice",D,@RepEBJ,@repebj,x
Texas 31st District,U.S. Representative,"Carter, John",R,@JudgeCarter,@judgecarter,x
Texas 32nd District,U.S. Representative,"Allred, Colin",D,@RepColinAllred,@repcolinallred,x
Texas 33rd District,U.S. Representative,"Veasey, Marc",D,@RepVeasey,@repveasey,x
Texas 34th District,U.S. Representative,"Vela, Filemon",D,@RepFilemonVela,@repfilemonvela,x
Texas 35th District,U.S. Representative,"Doggett, Lloyd",D,@RepLloydDoggett,@replloyddoggett,x
Texas 36th District,U.S. Representative,"Babin, Brian",R,@RepBrianBabin,,x
Utah,U.S. Senator,"Lee, Mike",R,@SenMikeLee,@senmikelee,x
Utah,U.S. Senator,"Romney, Mitt",R,@SenatorRomney,@mittromney,x
Utah 1st District,U.S. Representative,"Bishop, Rob",R,@RepHalRogers,@rephalrogers,x
Utah 2nd District,U.S. Representative,"Stewart, Chris",R,@RepChrisStewart,@repchrisstewart,x
Utah 3rd District,U.S. Representative,"Curtis, John R.",R,@RepJohnCurtis,@repjohncurtis,x
Utah 4th District,U.S. Representative,"McAdams, Ben",D,@RepBenMcAdams,@repbenmcadams,x
Vermont,U.S. Senator,"Sanders, Bernie",I,@SenSanders,@berniesanders,x
Vermont,U.S. Senator,"Leahy, Patrick",D, @SenatorLeahy,@senatorleahy,x
Vermont At-Large,U.S. Representative,"Welch, Peter",D,@PeterWelch,@reppeterwelch,x
Virginia,U.S. Senator,"Warner, Mark",D,@MarkWarner,@senatorwarner,x
Virginia,U.S. Senator,"Kaine, Tim",D,@timkaine,@timkaine,x
Virginia 1st District,U.S. Representative,"Wittman, Robert J.",R,@RobWittman,@reprobwittman,x
Virginia 2nd District,U.S. Representative,"Luria, Elaine",D,@RepElaineLuria,,x
Virginia 3rd District,U.S. Representative,"Scott, Robert C.",D,@BobbyScott,@repbobbyscott,x
Virginia 4th District,U.S. Representative,"McEacchin, Donald",R,@Donald_McEachin,@repmceachin,x
Virginia 5th District,U.S. Representative,"Riggleman, Denver",R,@RepRiggleman,@repriggleman,x
Virginia 6th District,U.S. Representative,"Cline, Ben",R,@RepBenCline,@repbencline,x
Virginia 7th District,U.S. Representative,"Spanberger, Abigail",D,@RepSpanberger,@abigailspanberger,x
Virginia 8th District,U.S. Representative,"Beyer, Don",D,@RepDonBeyer,@repdonbeyer,x
Virginia 9th District,U.S. Representative,"Griffith, Morgan",R,@RepMGriffith,@hmorgangriffith,x
Virginia 10th District,U.S. Representative,"Wexton, Jennifer",D,@RepWexton,@repwexton,x
Virginia 11th District,U.S. Representative,"Connolly, Gerald E. “Gerry”",D,@GerryConnolly,@connollyforcongress,x
Virgin Islands At-Large,U.S. Representative,"Plaskett, Stacey",D,@StaceyPlaskett,@stacey_plaskett,x
Washington,U.S. Senator,"Murray, Patty",D,@PattyMurray,@senpattymurray,x
Washington,U.S. Senator,"Cantwell, Maria",D,@SenatorCantwell,@senatormariacantwell,x
Washington 1st District,U.S. Representative,"DelBene, Suzan",D,@RepDelBene,@repdelbene,x
Washington 2nd District,U.S. Representative,"Larsen, Rick",D,@RepRickLarsen,@repricklarsen,x
Washington 3rd District,U.S. Representative,"Herrera Beutler, Jaime",R,@HerreraBeutler,@herrerabeutler,x
Washington 4th District,U.S. Representative,"Newhouse, Dan",R,@RepNewhouse,@repnewhouse,x
Washington 5th District,U.S. Representative,"McMorris Rodgers, Cathy",R,@cathymcmorris,@cathymcmorris,x
Washington 6th District,U.S. Representative,"Kilmer, Derek",D,@RepDerekKilmer,@repderekkilmer,x
Washington 7th District,U.S. Representative,"Jayapal, Pramila",D,@PramilaJayapal,@repvantaylor,x
Washington 8th District,U.S. Representative,"Schrier, Kim",D,@RepKimSchrier,@repkimschrier,x
Washington 9th District,U.S. Representative,"Smith, Adam",D,@RepAdamSmith,@repadamsmith,x
Washington 10th District,U.S. Representative,"Heck, Denny",D,@RepDennyHeck,@repdennyheck,x
West Virginia,U.S. Senator,"Manchin, Joe",D,@Sen_JoeManchin,@joemanchin,x
West Virginia,U.S. Senator,"Moore Capito, Shelley",R,@SenCapito,@sencapito,x
West Virginia 1st District,U.S. Representative,"McKinley, David",R,@RepMcKinley,,x
West Virginia 2nd District,U.S. Representative,"Mooney, Alex",R,@RepAlexMooney,@repalexmooney,x
West Virginia 3rd District,U.S. Representative,"Miller, Carol",R,@RepCarolMiller,@repcarolmiller,x
Wisconsin,U.S. Senator,"Johnson, Ron",R,@SenRonJohnson,@senronjohnson,x
Wisconsin,U.S. Senator,"Baldwin, Tammy",D,@SenatorBaldwin,@senatorbaldwin,x
Wisconsin 1st District,U.S. Representative,"Steil, Bryan",D,@RepBryanSteil,@repbryansteil,x
Wisconsin 2nd District,U.S. Representative,"Pocan, Mark",D,@repmarkpocan,@repmarkpocan,x
Wisconsin 3rd District,U.S. Representative,"Kind, Ron",D,@RepRonKind,@repronkind,x
Wisconsin 4th District,U.S. Representative,"Moore, Gwen",D,@RepGwenMoore,@repgwenmoore,x
Wisconsin 5th District,U.S. Representative,"Sensenbrenner, F. James",R,@JimPressOffice,@repjimsensenbrenner,x
Wisconsin 6th District,U.S. Representative,"Grothman, Glenn",R,@RepGrothman,@repglenngrothman,x
Wisconsin 7th District,U.S. Representative,"Tiffany, Thomas",R,@TomTiffanyWI,,x
Wisconsin 8th District,U.S. Representative,"Gallagher, Mike",R,@MikeforWI,@repgallagher,x
Wyoming,U.S. Senator,"Enzi, Mike",R,@SenatorEnzi,@senatorenzi,x
Wyoming,U.S. Senator,"Barrasso, John",R,@SenJohnBarrasso,@senjohnbarrasso,x
Wyoming At-Large,U.S. Representative,"Cheney, Liz",R,@Liz_Cheney,@replizcheney,x
